name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,avg_return,return_volatility,cumulative_return,start_date,end_date,sp500_cumulative_return,normalized_return
Josh Gottheimer,0.19293262,-0.2225967,-0.020017711,0.1268173,-0.032196805,-0.31382903,0.0679161,0.07245243,-0.04449774,0.007268451,0.06116386,-0.3258463,-0.16464831,0.048124813,0.044549532,0.0028553214,-0.0076219817,0.06487741,0.20526308,0.22024897,0.08610157,0.243622,0.15544525,-0.015340271,0.0317529,-0.21812315,-0.2584297,0.10232398,0.04976495,0.05317141,-0.20198202,0.112858675,-0.08020317,-0.29227275,-0.0015685459,0.19633424,0.5042784,-0.13346022,0.03692813,0.24578765,-0.16243774,0.19891265,0.20057845,-0.09940328,-0.06622213,-0.23767026,-0.25301927,-0.14021368,0.1553411,0.4502139,-0.02589641,-0.06326873,0.14160185,0.37863147,0.1291113,-0.09972145,-0.12417472,-0.085414656,-0.013048514,0.20380305,0.011277647,-0.0777614,0.05682562,-0.10792186,-0.0011108954451835695,0.024866542297173982,-0.840947852003962,2019-12-06 00:00:00,2021-12-31 00:00:00,0.49326248407199125,-1.3342103360759534
Katherine M. Clark,0.06330088,-0.3260588,0.040861595,0.20048076,0.13808772,0.03669172,0.16656274,0.18582803,-0.3343512,-0.080404595,-0.023852112,-0.25010422,-0.21220022,-0.07001589,0.09335999,0.032202646,0.11440155,0.12840122,0.33912835,0.07167472,0.18870708,0.22550648,0.10718004,-0.08256554,0.13685614,0.14052783,0.00802569,-0.07149665,-0.024345202,-0.24876796,-0.03553018,0.23390055,0.23617354,0.030660642,0.08783287,0.04970525,0.3007973,0.017047567,0.025129093,-0.18222278,0.10718244,0.12319484,-0.03669714,-0.20921595,-0.010949239,-0.30850485,-0.058786407,-0.025356043,0.012481538,0.13360496,0.10925765,0.023607982,0.08297917,0.2666343,-0.086792186,0.12645394,0.09645934,-0.04046449,0.27204913,0.33813703,-0.2607028,0.114951,0.028026985,-0.06944788,-0.0004142820810610648,0.016634228399249572,-0.2775689943109134,2020-03-02 00:00:00,2021-12-31 00:00:00,0.5438654835577178,-0.8214344778686312
David B. McKinley,0.09329119,-0.047199015,-0.1109448,0.2735342,0.20203246,-0.1880969,0.20932262,0.023786224,-0.34597886,0.012103843,0.3472333,-0.20626907,0.016719107,-0.17677233,0.034535274,0.001843883,0.1453583,-0.22998317,0.0674139,0.2632179,0.13672791,0.38291827,0.03284323,0.010419956,-0.013575884,-0.08399242,-0.2934226,-0.096361086,-0.06659815,0.13009246,-0.11483152,-0.07335296,0.41575655,0.056587204,-0.2626498,0.17442471,0.18548368,-0.02539759,-0.10945787,-0.09697893,-0.1909378,0.06759199,0.017680837,-0.10117093,0.026545977,-0.23192333,-0.15642853,-0.23705141,-0.050894573,0.32854423,-0.28416547,0.11699888,0.35009074,-0.071597524,0.124559656,0.07044428,0.11164082,-0.124800265,0.21658476,0.06384197,-0.19165912,0.0027128446,0.097190894,-0.14613634,0.0007724505149142398,0.01339222178971461,0.5662062274321378,2019-12-30 00:00:00,2021-12-31 00:00:00,0.45454285242025616,0.11166337501188162
Nancy Pelosi,0.08349114,-0.08937352,-0.0070421332,0.08477221,0.06919639,-0.28285518,0.31122842,0.20709673,-0.22968353,-0.08020289,0.40427026,-0.096407674,-0.20478949,-0.2157617,-0.036493894,-0.024885844,0.1752277,0.13903704,0.22932543,0.11719312,0.14397223,0.10211199,0.19890083,0.038322747,0.2904574,0.22687161,-0.2903495,-0.19458568,0.12270695,-0.15820232,0.12474909,0.13239148,-0.102664694,0.026287513,-0.3205776,-0.09101255,-0.016549334,-0.21988866,0.2295357,-0.13211088,-0.22195858,-0.086651064,0.3196381,-0.24660686,0.045603383,-0.28965902,-0.11871575,-0.09169577,-0.07944866,0.021077987,-0.08449634,-0.20096931,0.16020137,0.3239502,0.031598926,-0.017068138,-0.091160044,0.021953732,-0.094629295,0.35052282,-0.1301048,-0.13516589,0.116924755,0.27301443,0.001046682536238808,0.018104008021080385,0.7127908071786283,2020-02-20 00:00:00,2021-12-31 00:00:00,0.40955811489692473,0.3032326922817036
Steve Cohen,0.17585124,0.053589582,0.095636174,-0.03630344,0.36143923,0.11703611,0.07013128,-0.016378393,-0.39353362,-0.07535865,0.19296405,-0.31291312,-0.20114776,0.039659515,0.38887528,-0.037447467,0.17722951,0.014024635,0.046272427,0.17869101,0.1473853,0.22204216,0.119645916,-0.26017684,-0.20900598,-0.4088793,-0.41244698,-0.113831416,0.20525675,0.072111085,-0.14038077,0.18011299,0.31515628,0.11038685,-0.034926653,-0.23036416,0.216566,0.02866095,-0.010284865,0.03218282,0.071247384,0.08647903,0.07619746,-0.12917402,0.10639199,-0.068584405,-0.2307135,-0.0991672,-0.00086856965,0.28040692,-0.21631181,0.07625914,0.18917379,0.26219738,-0.16900845,0.13054296,0.18598372,0.11890345,-0.002240748,0.15290242,-0.014409944,-0.12913305,0.23139293,0.1755594,2.477628425833412e-05,0.0021467951612931025,0.0010901565073667013,2021-11-18 00:00:00,2021-12-31 00:00:00,0.018194981926599012,-0.01710482541923231
Gerald E. Connolly,-0.07832007,-0.004823825,-0.01890644,0.07176761,-0.11006903,-0.29578513,0.5667701,-0.46716988,-0.23574059,-0.17408556,-0.10480014,-0.20458369,-0.055467553,-0.19979408,0.1369762,-0.010247949,-0.07839231,0.6439549,-0.40795124,0.43241897,-0.031758387,0.3362668,-0.31065634,-0.094755076,0.26330647,-0.23766491,-0.27005723,0.13140026,0.269423,-0.13393876,0.04416472,0.4481475,-0.13458565,-0.16702953,0.26636216,-0.33887607,0.12666662,-0.17177421,-0.4542818,0.042928416,-0.08542221,-0.047599263,0.29761437,0.2623291,0.20859237,0.1723416,-0.23155849,0.18554066,0.49260035,0.59611726,-0.12120156,0.40285546,-0.017512944,-0.015927799,0.07382876,-0.5088714,0.0403818,-0.3537073,0.088663734,0.70093584,-0.052684564,-0.24448217,-0.041969445,-0.16677265,0.0004193066354052475,0.016743920156217937,0.3157378964601514,2019-12-10 00:00:00,2021-12-31 00:00:00,0.48728958113698034,-0.17155168467682896
Lloyd Doggett,0.11296596,-0.19978535,0.18080813,0.079878524,0.1320107,-0.13009442,0.14442696,0.25775746,-0.45465854,0.0009854899,0.34326905,-0.18519782,-0.28341824,-0.0076571624,0.43689564,0.25991955,0.58849734,-0.06353845,0.09251673,0.21104454,-0.043820232,-0.035983466,-0.24603872,-0.20612279,0.19218127,0.5498486,-0.23266323,-0.021808155,-0.11685336,-0.4466254,0.031548712,-0.0409701,0.0074779964,-0.32672718,0.027513303,0.16413487,0.009546611,-0.04439963,0.009750713,-0.037623607,-0.23078929,-0.46488604,-0.15081203,-0.27539095,-0.1419486,-0.010549203,-0.017923297,0.17323935,-0.04576208,0.14630078,0.035149302,0.10519037,0.3518336,0.011460628,-0.21611933,-0.12395763,0.38838756,-0.06669511,0.15057954,0.30223733,-0.09580506,0.32142422,0.202337,-0.38879064,0.0005409534445805497,0.013032036924374208,0.40733794376915394,2019-12-10 00:00:00,2021-12-31 00:00:00,0.48728958113698034,-0.0799516373678264
David E. Price,0.11910223,-0.07081183,0.20461035,-0.037554875,0.096516095,-0.04265903,0.38201293,0.13896425,-0.2784092,-0.23673524,0.1182831,-0.08611389,-0.16603462,-0.052434176,0.27367872,-0.015960595,-0.017864725,0.011180677,0.2925973,-0.14719072,0.15497886,0.07691066,0.20812547,-0.0612507,0.18505678,0.18712533,-0.20034464,-0.1396481,0.002778467,-0.0323784,-0.14587873,-0.2075331,0.19087544,-0.118690625,-0.080172464,-0.38009477,0.41208124,0.15824243,0.16537221,-0.020105742,-0.32309684,-0.13159813,0.08024247,-0.2976328,0.2319199,-0.07680016,-0.13498226,0.08049204,0.12238853,0.045249272,0.115117826,-0.0031184042,0.3541037,0.15649174,0.107558236,0.01453979,0.21907896,-0.0940248,-0.0866809,0.1819987,0.034172587,-0.07048161,-0.15213962,-0.016914729,0.00046045748194932073,0.020945118335042527,0.32324115232842315,2020-01-30 00:00:00,2021-12-31 00:00:00,0.443873544124576,-0.12063239179615287
Kathy Manning,0.15412667,-0.14330277,0.008187788,0.046412334,0.2415771,-0.07609211,-0.002722947,0.1573418,-0.14500405,0.10767201,0.0484813,-0.22406122,-0.3221055,-0.07552143,0.061749365,0.12199536,0.18063639,-0.27352545,-0.16241522,-0.020799909,-0.16532384,0.4506349,0.02751813,-0.18749647,0.10169686,0.20123291,-0.117250375,-0.20523801,-0.26601824,-0.3094227,0.17665942,-0.08846029,-0.23805398,-0.28094602,-0.12827107,0.02574385,0.1770842,0.24871217,0.12769619,0.09698275,0.045516625,0.097303115,0.19101284,-0.1640287,0.28162938,-0.13506876,-0.30984893,-0.09493592,0.18778092,0.12393364,-0.22882286,0.19061172,0.1954287,0.24502188,0.73125297,-0.032684237,-0.036995444,-0.034921665,-0.109728366,0.2786589,0.19374898,-0.16607915,-0.16267209,0.02135016,-6.727612872480269e-05,0.007072168797912583,-0.023613921182405746,2021-01-15 00:00:00,2021-12-31 00:00:00,0.2360793735977657,-0.25969329478017145
Michael K. Simpson,-0.2816915,-0.34012616,-0.19495618,-0.0032018085,0.05503799,0.26613924,-0.18175542,0.040746607,-0.4959036,0.0023333272,-0.32053968,-0.15038337,-0.25045207,-0.13978238,0.21048318,0.26191416,-0.0824834,-0.049055323,0.22630638,0.17154126,0.21027623,0.07904625,0.25296447,-0.04908943,-0.6968153,0.31211537,0.037374515,-0.25675613,0.1529802,-0.20128797,-0.0897925,-0.018299133,-0.016959436,0.16072288,-0.103376105,0.22823223,0.631696,-0.4318792,-0.32864913,0.18226767,-0.2571504,-0.1684485,-0.038727697,0.19807138,-0.12898917,0.1449849,-0.083699614,-0.104390375,0.363589,-0.20405625,-0.1537735,-0.10573344,0.6430357,0.43540618,0.06606077,0.11030708,0.006745255,-0.59091043,0.06623308,0.37580886,-0.14448033,-0.40170422,0.14699994,0.22844318,0.0008372272573830993,0.018028738914216594,0.5416860355268652,2020-03-25 00:00:00,2021-12-31 00:00:00,0.6982250542377059,-0.15653901871084064
W. Gregory Steube,-0.01536843,-0.0072569493,-0.003892105,-0.00509941,0.010952326,0.014368935,-0.012742622,0.009619294,0.0032373965,-0.010252135,0.0013174228,0.014646668,0.0062134676,-0.014665041,-0.007605901,-0.01537388,0.0054643545,-0.009752536,0.003210947,-0.009600492,-0.010203889,-0.0064966623,0.0042919945,0.0032194555,-0.010983286,0.013127154,0.014535643,-0.002352994,0.003959609,-0.009002777,0.0019709673,-0.0014637448,0.0051346086,-0.011028817,-0.012577273,0.011759056,0.015099013,-0.0052566007,-0.0075112227,0.002388209,-0.01464521,0.013030648,0.011335254,2.90256e-05,-0.013697313,-0.0009843521,0.0075693037,0.0037141386,-0.0035472438,0.011535397,-0.014407489,-0.012460662,0.0047077127,0.0056694206,-0.0059461147,-0.005062923,-0.00879107,-0.010883819,0.00679313,0.012398565,0.0103482455,0.01321304,-0.0027116742,-0.01129405,-4.832757015111254e-05,0.03790876520282424,-0.033587661255023216,2020-02-06 00:00:00,2021-12-31 00:00:00,0.42495938175320946,-0.4585470430082327
"Donald S. Beyer, Jr.",0.109258756,-0.058459647,0.16602983,0.1164998,0.031515487,0.009638578,0.057512507,0.1417827,-0.3679107,0.0776378,0.16376679,-0.31941792,-0.26693666,-0.16062115,0.030375166,-0.10247474,0.1750571,0.120827496,0.061893273,0.052410606,0.2603943,0.2255945,0.07074334,-0.09613445,-0.012308437,0.068891376,-0.21640037,0.2112034,-0.15334804,-0.1279572,-0.016475182,0.09743444,-0.078526214,-0.03496246,0.033703614,-0.10197327,0.20350908,0.104846574,0.019434357,0.24700835,0.053045344,0.019223096,0.2312997,-0.1820863,0.08982687,-0.19586,-0.13550179,-0.006232551,0.18507999,0.16971059,0.056597903,-0.12615313,0.2348541,0.19501776,0.03566172,0.13795996,0.0386248,-0.21596421,0.05726523,0.2683196,0.121642396,-0.220131,-0.09611636,-0.005703701,0.0003391284229108758,0.005360500036078521,0.27401576571198766,2019-10-16 00:00:00,2021-12-31 00:00:00,0.5334166569257387,-0.25940089121375104
Mark E. Green,0.16497643,-0.3799403,-0.013448741,-0.011854441,0.12268137,0.06467667,0.32303807,-0.20418145,-0.17869073,0.091373876,-0.056047935,-0.36338732,-0.18580873,-0.21896273,0.02520633,0.14766279,0.051837564,0.009055379,0.41948435,-0.14855643,-0.035116352,0.38016182,0.0037034736,0.19461764,-0.03577659,0.24633959,-0.06278769,-0.019430224,-0.15431076,-0.017998027,-0.25275987,-0.24293539,0.0004226299,-0.1631416,-0.19265595,-0.1653468,0.28752312,-0.3498826,-0.21063511,0.043555982,0.26624152,-0.2395484,-0.13012363,-0.3281425,0.09859987,-0.09856249,-0.28732184,0.033885043,0.026513515,-0.2123382,0.13437429,-0.0014863481,0.34310323,0.025798723,-0.1931956,0.07677827,0.2693482,-0.3503364,-0.32856366,0.6640667,0.23256664,-0.27367938,0.106365055,0.02507053,9.945563756401373e-05,0.016232670599135923,0.056689713411487826,2020-06-10 00:00:00,2021-12-31 00:00:00,0.41497940642109743,-0.3582896930096096
Brian Mast,0.20966952,0.17844793,0.036049515,-0.12694743,0.5079775,-0.02932872,-0.0874455,0.029414145,-0.23445044,-0.31412533,0.16630186,-0.423227,-0.48833498,0.6515006,0.13206443,0.4131502,0.66116965,0.2189477,-0.17152354,0.20033985,0.20621547,0.43541098,0.53620744,-0.21444532,-0.24803923,0.1641037,-0.38298333,-0.14764918,-0.40148512,0.30481896,0.14399736,-0.066573516,0.19579543,0.1177057,0.099812225,-0.21525022,0.13808286,-0.19426677,-0.41530445,-0.13430169,-0.065238364,0.39640692,0.27611825,-0.20996839,0.2074423,-0.0069622393,-0.0005072792,-0.13508914,-0.44160113,0.47514305,-0.3393965,-0.31162766,0.083774954,0.2583044,-0.09048201,-0.057963967,0.2061293,-0.13499504,0.042823546,0.007180655,-0.39021373,-0.31450945,0.27076033,-0.1038145,-0.0001179315838399331,0.03966972950322075,-0.08101899809803403,2020-02-14 00:00:00,2021-12-31 00:00:00,0.41318749146163297,-0.494206489559667
Mike Kelly,0.021365672,-0.02099116,0.22303168,0.24422899,-0.19494592,0.055154484,0.01449513,-0.08792537,-0.2984512,-0.0018141433,0.112089336,-0.15479758,-0.40290347,-0.042309716,0.15448521,0.0550047,0.15661252,-0.2254608,-0.055685755,0.1840068,0.29989085,0.1700451,0.22651157,-0.13070898,-0.028310498,0.07959816,0.13149066,-0.07390822,-0.0744253,-0.37855262,0.110717274,-0.12634355,0.05252138,-0.38343382,-0.1500209,-0.18604322,0.17287621,0.0679595,0.13843116,0.005702837,0.009175958,-0.091205254,-0.0183245,-0.20382133,-0.027147338,-0.10379393,0.044805065,-0.003507265,-0.110958874,0.1359861,0.09499853,0.091463655,0.48276648,0.012613671,-0.036320753,0.082796186,0.16549014,-0.16861518,0.032999776,0.39702955,0.10271767,-0.1450892,0.089590795,-0.032285396,0.0031293250038372166,0.03503201010951425,1.9151469023483765,2020-04-29 00:00:00,2021-12-31 00:00:00,0.5313655214276427,1.3837813809207338
Marie Newman,0.16222073,-0.29922703,-0.13561001,0.26231587,-0.27153262,-0.0676517,0.15350999,-0.14273144,-0.33903635,-0.31583384,-0.25473616,-0.35443443,-0.25652397,0.13592578,0.024839692,-0.0029964482,0.19575837,0.15243365,0.15538846,0.06395753,-0.03919074,0.44411162,0.20833771,-0.25459334,-0.08982357,0.05115574,-0.39983156,-0.24219221,-0.11934544,0.1985498,-0.010332377,0.23821656,-0.06411011,-0.2694735,-0.03853058,0.038923286,-0.015957091,0.22856034,0.045851845,-0.31026748,0.2725372,-0.11535539,0.22425942,-0.026063679,-0.106143884,-0.11978602,-0.44399676,0.22077185,-0.059728306,0.42728007,-0.075655505,-0.08720902,0.11680823,-0.035070267,0.16138263,-0.12898403,0.004276703,-0.015301573,0.037083846,0.3572848,0.04341548,-0.2742828,-0.3484275,0.053018007,-0.006654542942405184,0.03582946761477329,-2.4089445451506766,2021-01-04 00:00:00,2021-12-31 00:00:00,0.24683947855899635,-2.655784023709673
Kurt Schrader,-0.006838321,-0.22070335,-0.13850006,0.18672548,0.19523573,-0.12259966,0.060445037,0.08316471,-0.110657826,-0.19613649,0.0673401,-0.16050084,-0.558292,-0.44726306,0.14091522,0.014570944,0.01974332,0.120920576,0.2162178,0.0143555915,0.023588408,0.12468239,0.28255165,-0.12741241,0.24990277,-0.1765351,0.0552937,0.18086858,-0.16317724,0.18694702,0.2202306,-0.13293493,0.11504219,-0.12114454,-0.08478365,0.14133507,0.22466585,-0.05626784,0.20372552,0.087503776,-0.16313541,0.10308326,-0.04793907,-0.13563782,0.033243213,-0.14331535,-0.22595622,0.067826614,-0.17201653,0.11074314,0.15803593,0.010019695,0.3380473,0.3016047,0.21360527,-0.020162147,0.24536705,-0.075290054,0.1653874,0.2818559,0.06939421,-0.052320883,-0.038945854,-0.21054173,0.00020898629196569262,0.011545848704866165,0.15151506167512716,2020-01-07 00:00:00,2021-12-31 00:00:00,0.45252534820275236,-0.3010102865276252
Chris Jacobs,0.043236766,-0.21358545,0.0060963244,0.058882162,0.03865711,0.087508924,0.104376495,-0.06082723,-0.32791132,-0.06801319,0.10214135,-0.19686136,-0.23171943,-0.16693889,0.1054498,0.22547899,-0.12240801,0.03669387,-0.063647926,0.057672966,0.009919423,0.24483751,0.26093298,0.03849833,0.10758957,0.17110868,-0.22482419,0.007194151,-0.08493933,0.014650423,-0.113442115,-0.06767058,0.16622841,0.17017333,0.06249985,-0.08980462,0.31728184,-0.027585493,0.03341975,-0.04766123,-0.24593437,-0.012491167,0.10223445,-0.2816302,-0.1354182,-0.38587934,-0.14736141,-0.029071197,-0.10749139,0.16920768,0.06470287,0.15421864,0.18740451,0.08365334,0.18363959,0.06104066,0.18292502,-0.06746665,-0.04699893,0.30453932,-0.123405755,-0.14200118,-0.06498418,0.040962733,-0.0019869887877896992,0.020387177049707373,-0.733198862694399,2020-12-28 00:00:00,2021-12-31 00:00:00,0.2611150197429313,-0.9943138824373303
Hakeem S. Jeffries,0.23333529,-0.14608805,0.37496057,-0.089376785,-0.2969079,-0.05817357,0.28161326,0.058660127,-0.26393697,-0.020839287,0.08872228,-0.42071727,-0.46524808,-0.002776091,0.023699716,0.026998965,0.0278944,-0.17382409,-0.03200729,-0.03482707,-0.013403421,0.14339675,0.0832077,0.028583188,0.06205952,-0.039568197,-0.10328419,-0.19115245,0.02732834,0.017790014,-0.07697033,0.06370515,0.09226821,0.25155807,-0.50964266,-0.35395196,-0.023189206,0.047099616,-0.08699404,0.24941179,0.15695319,-0.19370435,-0.052237242,-0.21122597,-0.16251229,-0.29560414,-0.2037922,0.14986621,0.21787785,-0.08166659,-0.09545499,-0.3236749,0.09954411,0.3231344,0.0062294113,-0.11602681,0.13839583,-0.17571415,0.015852602,0.43190572,-0.10072548,0.0114696035,-0.3080643,-0.40367544,0.000321741010627208,0.004937658087685686,0.08912225994373661,2021-03-30 00:00:00,2021-12-31 00:00:00,0.18815582999132419,-0.09903357004758757
Ro Khanna,0.057658557,-0.22506078,-0.21368065,0.062452666,0.093831465,-0.23849331,0.110858485,-0.026343524,-0.17479934,-0.19722988,0.26187956,-0.22768743,-0.5258409,-0.040065747,-0.11737597,0.066743575,-0.009486483,-0.10878504,0.043309,0.15647633,0.0978688,0.117876686,0.2755926,-0.09495365,0.15254518,0.29385382,-0.1962988,-0.105359726,-0.14622465,-0.045666322,0.068686344,0.024008574,-0.07804013,-0.06987685,-0.03267229,-0.15435268,0.30759373,-0.15879078,0.1430781,0.044020213,0.04570499,-0.08259028,0.13395122,-0.26122695,0.0038604233,-0.07961928,0.010140902,-0.18112871,0.094475105,0.17738757,0.14223504,0.037906613,0.2625334,0.15770388,0.10321684,-0.14047502,0.12462113,-0.028189488,-0.14489691,0.13432766,0.018150136,-0.058785066,-0.28430036,-0.11914227,0.0003867551598413307,0.007502559544030438,0.13304377498541775,2021-01-22 00:00:00,2021-12-31 00:00:00,0.22088067332811379,-0.08783689834269603
Peter Meijer,0.08399265,0.04428813,-0.038796183,-0.090618245,-0.107034214,-0.34695372,0.17616944,0.21378456,-0.16581032,-0.31135935,0.14916763,-0.08023164,-0.50265706,0.21830821,0.30353102,0.15051202,0.11949265,0.050455425,0.1969704,0.22751458,0.15508498,0.48759404,0.17566843,-0.05932827,-0.023058163,0.05212594,-0.08409197,0.10868787,-0.1121915,-0.18640788,-0.03887646,-0.18829986,-0.04432058,0.080607414,-0.08780904,-0.07570409,0.2782067,-0.22674611,0.001426308,-0.18873629,0.05427293,0.16005467,0.11732102,-0.10316897,0.031189408,-0.16742256,-0.05703322,-0.048869304,0.16502622,0.40873885,0.08961178,0.01430343,0.24642788,0.06577062,0.06329874,-0.11368997,0.104483664,-0.055461064,0.10871239,0.10054829,-0.19469973,0.01130034,-0.18936953,0.15147133,-0.00019206999769994865,0.016563574822116584,-0.06780070918808187,2021-01-13 00:00:00,2021-12-31 00:00:00,0.2346015641413357,-0.3024022733294176
Richard W. Allen,-0.18362492,-0.0031148382,-0.059195768,-0.030702392,0.23150507,-0.22943534,-0.0980036,0.20013021,-0.36357793,-0.3749984,-0.012033226,-0.12671709,-0.16527268,-0.14978687,0.17186528,0.35753784,0.31482098,0.16333698,0.17864804,0.20451403,-0.17646326,0.42282546,0.09389961,-0.38746864,-0.091070265,-0.05748005,-0.07036815,-0.058815423,-0.047600616,-0.006990515,0.055542495,0.06461807,0.042195186,-0.32511166,-0.051964104,-0.06448437,0.2657171,-0.041043326,-0.041185886,-0.033381715,-0.22313403,-0.032871347,0.23887092,-0.29263544,-0.032265317,-0.112624615,0.05499779,-0.08494134,-0.2809353,0.14858738,-0.16881339,-0.053598993,0.1204293,0.2635273,0.14696331,0.08982695,-0.06635382,-0.08706632,0.1376105,0.1887574,0.029426118,0.0091518145,-0.05310367,0.14106545,0.00046485597305145123,0.01319707264778885,0.3165669176480383,2020-02-20 00:00:00,2021-12-31 00:00:00,0.40955811489692473,-0.09299119724888644
Jim Banks,0.2511277,-0.2929384,-0.01647257,0.11165853,0.1277164,-0.1146932,0.078171104,0.06450004,-0.25888047,-0.049782746,0.2338197,-0.55278295,0.15393816,-0.20782736,-0.14295766,0.17979804,-0.04319013,-0.23484935,-0.013783858,0.15373534,-0.05357738,0.14081022,-0.20999083,0.23468414,-0.15653376,0.08149498,-0.3873129,0.111590914,0.047974113,-0.037145227,0.06404126,0.028117258,0.29249492,-0.16648705,-0.109080635,-0.21877415,-0.059981447,-0.24864319,-0.059150677,0.009377298,-0.1657622,0.006227366,-0.0061434144,-0.22094913,0.37333032,-0.03193714,-0.19489598,-0.11850478,-0.023579316,0.33802977,-0.047892276,0.113935776,0.33744007,0.3052424,0.13707769,0.24679622,0.07268442,-0.076742694,0.46025646,0.16375443,-0.061050326,-0.051016532,-0.11182226,0.104987144,-0.004506030049973058,0.048236651949577096,-2.9063893822326223,2020-03-27 00:00:00,2021-12-31 00:00:00,0.6242758794856071,-3.5306652617182293
Debbie Dingell,0.38956732,-0.28035983,-0.023542933,0.1948802,-0.36926034,0.034257196,0.11553207,-0.37420097,-0.06304123,-0.135238,0.24700497,-0.36976644,0.15459424,-0.2360181,0.20350437,0.043521244,0.14273651,-0.14809406,0.12615901,0.24964277,0.20801681,0.21297018,0.14848194,-0.1416617,0.028694347,-0.0040544886,-0.47855046,-0.3387444,0.084277965,-0.1487735,0.0741265,-0.15479967,0.3264682,0.008582487,0.016038124,0.09083095,0.3506863,-0.32689944,-0.10201309,-0.084300764,-0.18620917,0.14281644,0.12750398,-0.18654497,0.28796443,-0.1510009,0.00015146569,0.2647082,-0.052285165,0.11430952,-0.017887624,-0.12167539,0.12801872,0.10723057,0.05743194,0.11041889,0.063344434,-0.07780764,0.06813811,0.29692668,-0.05432464,-0.13736829,-0.33552784,-0.022695553,0.0008933613390528756,0.009293695302161837,0.44578730818738493,2020-08-20 00:00:00,2021-12-31 00:00:00,0.35990016408233827,0.08588714410504666
Blake Moore,0.19027004,0.09228233,-0.43195555,-0.08555268,0.090429336,-0.32013518,-0.06451687,0.006591213,-0.3084848,-0.24902931,0.2874732,-0.32561913,-0.31568447,0.062429715,0.020082602,0.11299835,0.0926934,-0.15249053,0.14508829,0.019126631,0.100921884,0.26277113,0.55619645,-0.297704,0.12707654,0.21385536,-0.21998928,-0.16175137,-0.038736746,-0.03009087,0.14498688,0.30275124,-0.309012,-0.07304039,-0.24362822,0.13196974,0.001723505,0.28184146,-0.115846425,-0.15330957,-0.035394423,-0.0006875517,0.44896647,-0.32854235,0.12612142,-0.11738949,-0.13469183,0.010036989,0.22541839,-0.11337583,0.106494926,0.14612728,0.009796862,0.1828801,0.30833077,-0.25420964,-0.17335692,0.0937187,-0.03688562,0.45211926,0.045718364,-0.23365366,0.1016858,-0.17387407,0.00015729243938017809,0.007805892384734602,0.052063797434838945,2021-02-04 00:00:00,2021-12-31 00:00:00,0.22603425250431455,-0.17397045506947562
Harold Dallas Rogers,0.10544853,-0.1826384,0.19109146,-0.0011844191,-0.15214598,0.03218005,0.25926185,-0.014148604,-0.12566523,-0.3188918,0.13807547,-0.2159038,-0.1661384,-0.23501714,0.16534898,0.09462671,0.11546953,-0.07448607,0.16666254,-0.07389971,-0.009051501,0.22728433,0.19085157,-0.043149397,0.21739328,0.09330155,-0.11458921,-0.049410637,-0.16411428,0.0961178,-0.03902513,-0.21527277,0.0075142807,-0.02441476,-0.11374018,-0.30894622,0.2842975,0.16155875,0.09166017,0.028603278,-0.13379559,-0.11809525,0.15248543,-0.20056342,0.08190198,-0.28771567,0.088282004,-0.00070180424,0.15545787,0.015102691,0.20672652,-0.0055184546,0.12296413,0.31049392,0.08094573,0.003894778,0.33935803,-0.12700306,0.01790536,0.26348984,0.059065722,-0.12618577,-0.04527714,-0.19540058,0.0004527023405178197,0.005851007585644447,0.19828362514680503,2020-10-20 00:00:00,2021-12-31 00:00:00,0.34111869177150067,-0.14283506662469564
Fred Upton,0.04858703,-0.0756439,0.22036904,-0.010994588,0.067316286,-0.08543729,-0.20154357,-0.16573627,-0.4377487,0.014112119,0.35936514,-0.37624696,0.048285645,-0.17019014,0.25590906,0.09976223,0.4052506,-0.14698386,0.08649216,0.16047497,0.2231827,0.41581273,0.18451309,0.14024618,-0.24951139,-0.051670365,-0.49990308,-0.100938275,-0.08144434,-0.017245485,0.14760916,0.003145757,0.25693402,0.0640802,0.19219486,-0.15912177,-0.035353325,-0.09063767,-0.10941752,-0.05250773,-0.20975327,0.12545341,-0.19651167,0.113114186,0.07743033,-0.10249386,0.026465802,-0.2550459,-0.24332635,0.4714614,-0.0044576363,-0.03359974,-0.023781337,0.28102562,0.35793692,0.099206306,-0.010669569,-0.15156291,0.22656672,0.17352179,-0.08904639,-0.2904423,0.022504507,-0.13621692,0.0006266427583024042,0.0068438221927974606,0.4048112218633531,2020-03-26 00:00:00,2021-12-31 00:00:00,0.686690042789484,-0.28187882092613087
